linea,tiempo_hms,segundos,texto_original,texto_limpio,tramo,motivo_exclusion
514,01:02:57,3777,"veces lateralizar un balón, meter un buen centro a un delantero como Lewandowski es la mejor opción. también, vale, como dice Flick, ¿no? Eh, dicho lo","veces lateralizar un balón, meter un buen centro a un delantero como Lewandowski es la mejor opción. también, vale, como dice Flick, ¿no? Eh, dicho lo",partido,
515,01:03:06,3786,"cual, el Real Madrid tiene un problema de comunicación o de coordinación entre sus centrales. Hay más defensas que","cual, el Real Madrid tiene un problema de comunicación o de coordinación entre sus centrales. Hay más defensas que",partido,
516,01:03:14,3794,"atacantes y hay dos atacantes, los dos que había, solos y los cuatro defensas sin referencia. Yol, esto va a ser una auténtica locura","atacantes y hay dos atacantes, los dos que había, solos y los cuatro defensas sin referencia. Yol, esto va a ser una auténtica locura",partido,
517,01:03:23,3803,"porque si hay un equipo capaz de rematar eh partidos, ese es el Real Madrid.","porque si hay un equipo capaz de rematar eh partidos, ese es el Real Madrid.",partido,
518,01:03:28,3808,"Vinicius intenta Vinicius para, vamos a ver qué saque de esquina. Aquí tenemos la primera respuesta del equipo blanco.","Vinicius intenta Vinicius para, vamos a ver qué saque de esquina. Aquí tenemos la primera respuesta del equipo blanco.",partido,
519,01:03:36,3816,Este era el marcador ante el Borussia Dortmund.,Este era el marcador ante el Borussia Dortmund.,partido,
520,01:03:42,3822,"El gesto de Vinicius, 57 minutos y ahora mismo el Barça metiendo tierra de por medio con este 0 a 2 después de","El gesto de Vinicius, 57 minutos y ahora mismo el Barça metiendo tierra de por medio con este 0 a 2 después de",partido,
521,01:03:51,3831,[Música],[Música],partido,
522,01:03:53,3833,"la victoria en Champions ante el Bayern, ahora derrotando al Real Madrid, pero esto no se ha acabado. Robert Lewandowski para despejar ese balón con la testa. La va a sacar Camavinga para Lucas Vázquez. Otra vez para Camavinga.","la victoria en Champions ante el Bayern, ahora derrotando al Real Madrid, pero esto no se ha acabado. Robert Lewandowski para despejar ese balón con la testa. La va a sacar Camavinga para Lucas Vázquez. Otra vez para Camavinga.",partido,
523,01:04:04,3844,Ha llegado finalmente para sacar ese balón marcas. Ahí tenemos al jugador catalán del Fútbol Club Barcelona. Otro saque de esquina para el Real Madrid que,Ha llegado finalmente para sacar ese balón marcas. Ahí tenemos al jugador catalán del Fútbol Club Barcelona. Otro saque de esquina para el Real Madrid que,partido,
524,01:04:13,3853,"necesita sobre todo un gol que llegue ya si quiere remontar el partido Lucas Vázquez o no, veremos porque también puede remontar en el tiempo añadido como tantas veces ha hecho en la Champions.","necesita sobre todo un gol que llegue ya si quiere remontar el partido Lucas Vázquez o no, veremos porque también puede remontar en el tiempo añadido como tantas veces ha hecho en la Champions.",partido,
525,01:04:23,3863,Camavinga de nuevo abriendo juego a la izquierda para Lucas Vázquez. Cómo remataba incluso Hansy Flick. Vamos a,Camavinga de nuevo abriendo juego a la izquierda para Lucas Vázquez. Cómo remataba incluso Hansy Flick. Vamos a,partido,
526,01:04:31,3871,"ver cómo Ancelotti mueve ahora los suyos, porque eh un gol más ya sería la repera.","ver cómo Ancelotti mueve ahora los suyos, porque eh un gol más ya sería la repera.",partido,
527,01:04:39,3879,"Vemos a Camavinga por el costado izquierdo. Camavinga progresa, sigue Camavinga, aparece Juscondé, falta sobre el jugador francés.","Vemos a Camavinga por el costado izquierdo. Camavinga progresa, sigue Camavinga, aparece Juscondé, falta sobre el jugador francés.",partido,
528,01:04:48,3888,"Dicho lo cual, Jordi, el Barça estará muy contento, pero también estará preocupado porque el Real Madrid en esta media hora que falta un poco más la esta","Dicho lo cual, Jordi, el Barça estará muy contento, pero también estará preocupado porque el Real Madrid en esta media hora que falta un poco más la esta",partido,
529,01:04:58,3898,semana hizo cinco goles y el aficionado del Real Madrid dirá otra vez más.,semana hizo cinco goles y el aficionado del Real Madrid dirá otra vez más.,partido,
530,01:05:02,3902,"Bueno, este entra mucha suerte, pero es posible, por eso digo yo que este clásico lo hablamos fuera de micrófono, sí tenía muy buena pinta porque son dos","Bueno, este entra mucha suerte, pero es posible, por eso digo yo que este clásico lo hablamos fuera de micrófono, sí tenía muy buena pinta porque son dos",partido,
531,01:05:10,3910,"equipos muy valientes, extremadamente valientes. Fed de Valverde para meter ese balón. Ha despejado Robert Lewandowski.","equipos muy valientes, extremadamente valientes. Fed de Valverde para meter ese balón. Ha despejado Robert Lewandowski.",partido,
532,01:05:19,3919,Puede llegar Kilian Mbappé.,Puede llegar Kilian Mbappé.,partido,
533,01:05:24,3924,Mbappé metiendo ese balón atrás para Fede de Valverde. Valverde con Lucas Vázquez.,Mbappé metiendo ese balón atrás para Fede de Valverde. Valverde con Lucas Vázquez.,partido,
534,01:05:30,3930,"Intenta generar el Real Madrid, pero está bien plantado el cuadro.","Intenta generar el Real Madrid, pero está bien plantado el cuadro.",partido,
535,01:05:35,3935,Fed Valverde otra vez para Lucas Vázquez. Este a la derecha para Antonio Rudiger por el carril de interior para Fede de Valverde. Duda en si meter el,Fed Valverde otra vez para Lucas Vázquez. Este a la derecha para Antonio Rudiger por el carril de interior para Fede de Valverde. Duda en si meter el,partido,
536,01:05:44,3944,centro o abrir hacia Militao. No encuentra espacios el Real Madrid que está incómodo. Rudiguer el que acaba centrando. Balón para Venicio. Se le escapa el control Cín Corner.,centro o abrir hacia Militao. No encuentra espacios el Real Madrid que está incómodo. Rudiguer el que acaba centrando. Balón para Venicio. Se le escapa el control Cín Corner.,partido,
537,01:05:53,3953,"Bueno, desde el segundo gol atacando y buscando el 1-2. Sí, entra e en en la","Bueno, desde el segundo gol atacando y buscando el 1-2. Sí, entra e en en la",partido,
538,01:06:02,3962,"zona de confor Madrid que remontar, pero ojo, el rival no es el DMO, el rival es un equipo que está muy entero esta","zona de confor Madrid que remontar, pero ojo, el rival no es el DMO, el rival es un equipo que está muy entero esta",partido,
539,01:06:09,3969,"temporada creciendo y creciendo desde la juventud. Eh, Guilon Mbappé para meter ese balón dentro del área. Robert Lewandowski para el despeje. Camavinga otra vez para","temporada creciendo y creciendo desde la juventud. Eh, Guilon Mbappé para meter ese balón dentro del área. Robert Lewandowski para el despeje. Camavinga otra vez para",partido,
540,01:06:17,3977,Lucas Vázquez. Minuto 60. Carro Ancherotti de momento no prepara o no hace cambios. Venía del fuera del juego Vinicius. Mirar dónde estaba defendiendo,Lucas Vázquez. Minuto 60. Carro Ancherotti de momento no prepara o no hace cambios. Venía del fuera del juego Vinicius. Mirar dónde estaba defendiendo,partido,
541,01:06:26,3986,también Robert Lewandowski. El Barça juega como un equipo. El Real Madrid también lo intenta Mbappé. Iñaki Peña.,también Robert Lewandowski. El Barça juega como un equipo. El Real Madrid también lo intenta Mbappé. Iñaki Peña.,partido,
542,01:06:32,3992,"Iñaki Peña sin demasiadas dificultades, pero el disparo entre palos de Kilian Mbappé. Aquí vemos cómo se va de hasta","Iñaki Peña sin demasiadas dificultades, pero el disparo entre palos de Kilian Mbappé. Aquí vemos cómo se va de hasta",partido,
543,01:06:40,4000,dos jugadores y cómo golpea para que Ñaki Peña atrape el balón.,dos jugadores y cómo golpea para que Ñaki Peña atrape el balón.,partido,
544,01:06:44,4004,"Sí, ahora es también importante para Iñaki Peña el partido, como lo es para para Luning, eh, que yo en el primer gol Lewandowski me deja dudas, no que haya","Sí, ahora es también importante para Iñaki Peña el partido, como lo es para para Luning, eh, que yo en el primer gol Lewandowski me deja dudas, no que haya",partido,
545,01:06:52,4012,"cometido un error, sino en el pie de apoyo que tienes que utilizar ahí para llegar lejos. Tienes que utilizar el más cercano a donde va el balón y creo que","cometido un error, sino en el pie de apoyo que tienes que utilizar ahí para llegar lejos. Tienes que utilizar el más cercano a donde va el balón y creo que",partido,
546,01:07:00,4020,"1 hora y 7 minutosLuning utiliza el pie derecho y ahí con lo izquierdo ha llegado lejos a lo que voy. No puede hacer más. Es fallo, ¿no?","1 hora y 7 minutosLuning utiliza el pie derecho y ahí con lo izquierdo ha llegado lejos a lo que voy. No puede hacer más. Es fallo, ¿no?",partido,
547,01:07:07,4027,"Aquí lo vamos a ver. Fíjate, ¿no? Cómo se impulsa con el pie derecho más que con el izquierdo y por eso parece que no","Aquí lo vamos a ver. Fíjate, ¿no? Cómo se impulsa con el pie derecho más que con el izquierdo y por eso parece que no",partido,
548,01:07:16,4036,"llega muy lejos, que no llega casi a la base del poste, que era donde tenía que llegar ese balón. La definición de R Lewandowski.","llega muy lejos, que no llega casi a la base del poste, que era donde tenía que llegar ese balón. La definición de R Lewandowski.",partido,
549,01:07:24,4044,Ese salto de Andr Luning que no ha llegado a tiempo. Veíamos a Modric que estaba calentando en el banquillo. Yo creo que,Ese salto de Andr Luning que no ha llegado a tiempo. Veíamos a Modric que estaba calentando en el banquillo. Yo creo que,partido,
550,01:07:31,4051,"debería saltar al terreno del juego Luka Modric. Madrid necesita un tocador, necesita Esteban que que ponga un poco de orden a su juego.","debería saltar al terreno del juego Luka Modric. Madrid necesita un tocador, necesita Esteban que ponga un poco de orden a su juego.",partido,
551,01:07:40,4060,"Pues mira, yo en la primera parte pensaba, ¿no? Digo, si Modric está viendo, perdón, si Cross está viendo partido, dices, ""Madre mía, si tengo yo este espacio con la precisión que yo","Pues mira, yo en la primera parte pensaba, ¿no? Digo, si Modric está viendo, perdón, si Cross está viendo partido, dices, ""Madre mía, si tengo yo este espacio con la precisión que yo",partido,
552,01:07:49,4069,"tengo."" Bueno, pues el más parecido eh es Modri. Además, el otro día en Vigo fue capital para dar el pase decisivo a","tengo."" Bueno, pues el más parecido eh es Modri. Además, el otro día en Vigo fue capital para dar el pase decisivo a",partido,
553,01:07:58,4078,"a Vinicius. Está partido obviamente para él. Ahora Anchelotti tiene un problema, no a quien metes, sino a quién quitas.","a Vinicius. Está partido obviamente para él. Ahora Anchelotti tiene un problema, no a quien metes, sino a quién quitas.",partido,
554,01:08:04,4084,"Yo lo tengo claro, entre Choamini y y Camavinga es uno de los dos. Sí, sí, sí, porque Rodrigo no está sobre el terreno de juego porque está lesionado.","Yo lo tengo claro, entre Choamini y Camavinga es uno de los dos. Sí, sí, sí, porque Rodrigo no está sobre el terreno de juego porque está lesionado.",partido,
555,01:08:13,4093,Juega DeJong este para Kubarsí y ahora controlando las emociones y el partido del Barça con posiciones largas le está,Juega DeJong este para Kubarsí y ahora controlando las emociones y el partido del Barça con posiciones largas le está,partido,
556,01:08:22,4102,"diciend es que claro, es que está venciendo por ese marcador de cero goles a dos y bueno, va a intentar sacar de la","diciend es que claro, es que está venciendo por ese marcador de cero goles a dos y bueno, va a intentar sacar de la",partido,
557,01:08:29,4109,"cueva al Real Madrid en ese tipo de acciones. No es que el Madrid esté en la cueva ni mucho menos, pero que se adelante posiciones, mejor dicho, para","cueva al Real Madrid en ese tipo de acciones. No es que el Madrid esté en la cueva ni mucho menos, pero que se adelante posiciones, mejor dicho, para",partido,
558,01:08:37,4117,después intentar contragolpear. El partido está donde quiere Hans Flick y no donde quiere Carlos Anchelotti.,después intentar contragolpear. El partido está donde quiere Hans Flick y no donde quiere Carlos Anchelotti.,partido,
559,01:08:44,4124,"Aunque el Madrid ha sido mejor que el Barça en la primera parte, pero ha perdonado en los fueras de juego, uno detrás de otro. Y aquí es a lo que me","Aunque el Madrid ha sido mejor que el Barça en la primera parte, pero ha perdonado en los fueras de juego, uno detrás de otro. Y aquí es a lo que me",partido,
560,01:08:52,4132,"refiero, eh, Jordi, sabemos que Epichi se llama Lewandowski, que es un hombre","refiero, eh, Jordi, sabemos que Epichi se llama Lewandowski, que es un hombre",partido,
561,01:08:58,4138,"de área, de un contacto, eh, un central tiene que estar con él y el otro pues igual buscando otro punto, pero no puede","de área, de un contacto, eh, un central tiene que estar con él y el otro pues igual buscando otro punto, pero no puede",partido,
562,01:09:06,4146,"ser que haya un centro lateral y ninguno de dos centrales referencia al pichichi, que además se llama Lewandowski. Pues mira, eh, Chuamí abandona el terreno de","ser que haya un centro lateral y ninguno de dos centrales referencia al pichichi, que además se llama Lewandowski. Pues mira, eh, Chuamí abandona el terreno de",partido,
563,01:09:15,4155,"juego y Modric, el cambio que estaba, yo creo que anunciado.","juego y Modric, el cambio que estaba, yo creo que anunciado.",partido,
564,01:09:20,4160,"No me puedo apuntar nada y esto es A + B igual a C, ¿no?","No me puedo apuntar nada y esto es A + B igual a C, ¿no?",partido,
